collection_name,dataset_name,train_path,test_path,dataset_type,datetime_index,split_at,train_type,train_is_normal,input_type,length,dimensions,contamination,num_anomalies,min_anomaly_length,median_anomaly_length,max_anomaly_length,mean,stddev,trend,stationarity,period_size
GutenTAG,cbf-position-middle.supervised,cbf-position-middle/train_anomaly.csv,cbf-position-middle/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,14.57856913,3.760193266,polynomial,,
GutenTAG,cbf-position-middle.semi-supervised,cbf-position-middle/train_no_anomaly.csv,cbf-position-middle/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,14.57856913,3.760193266,polynomial,,
GutenTAG,cbf-position-end.unsupervised,,cbf-position-end/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,15.1581033,3.267084616,polynomial,,
GutenTAG,cbf-position-end.supervised,cbf-position-end/train_anomaly.csv,cbf-position-end/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,15.1581033,3.267084616,polynomial,,
GutenTAG,cbf-position-end.semi-supervised,cbf-position-end/train_no_anomaly.csv,cbf-position-end/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,15.1581033,3.267084616,polynomial,,
GutenTAG,sinus-position-beginning.unsupervised,,sinus-position-beginning/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.012210069,1.468908305,sinus,,20
GutenTAG,sinus-position-beginning.supervised,sinus-position-beginning/train_anomaly.csv,sinus-position-beginning/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.012210069,1.468908305,sinus,,20
GutenTAG,sinus-position-beginning.semi-supervised,sinus-position-beginning/train_no_anomaly.csv,sinus-position-beginning/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.012210069,1.468908305,sinus,,20
GutenTAG,sinus-position-middle.unsupervised,,sinus-position-middle/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.006391571,1.474999113,sinus,,20
GutenTAG,sinus-position-middle.supervised,sinus-position-middle/train_anomaly.csv,sinus-position-middle/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.006391571,1.474999113,sinus,,20
GutenTAG,sinus-position-middle.semi-supervised,sinus-position-middle/train_no_anomaly.csv,sinus-position-middle/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.006391571,1.474999113,sinus,,20
GutenTAG,sinus-position-end.unsupervised,,sinus-position-end/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.01249239,1.472230369,sinus,,20
GutenTAG,sinus-position-end.supervised,sinus-position-end/train_anomaly.csv,sinus-position-end/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.01249239,1.472230369,sinus,,20
GutenTAG,sinus-position-end.semi-supervised,sinus-position-end/train_no_anomaly.csv,sinus-position-end/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,0.01249239,1.472230369,sinus,,20
GutenTAG,sinus-same-count-1.unsupervised,,sinus-same-count-1/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,1.300417479,0.252740505,,,8
GutenTAG,sinus-same-count-1.supervised,sinus-same-count-1/train_anomaly.csv,sinus-same-count-1/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,1.300417479,0.252740505,,,8
GutenTAG,sinus-same-count-1.semi-supervised,sinus-same-count-1/train_no_anomaly.csv,sinus-same-count-1/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,1.300417479,0.252740505,,,8
GutenTAG,sinus-same-count-2.unsupervised,,sinus-same-count-2/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.02,2,100,100,100,1.299643853,0.251816712,,,8
GutenTAG,sinus-same-count-2.supervised,sinus-same-count-2/train_anomaly.csv,sinus-same-count-2/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.02,2,100,100,100,1.299643853,0.251816712,,,8
GutenTAG,sinus-same-count-2.semi-supervised,sinus-same-count-2/train_no_anomaly.csv,sinus-same-count-2/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.02,2,100,100,100,1.299643853,0.251816712,,,8
GutenTAG,sinus-same-count-5.unsupervised,,sinus-same-count-5/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.05,5,100,100,100,1.299710946,0.254000345,,,8
GutenTAG,sinus-same-count-5.supervised,sinus-same-count-5/train_anomaly.csv,sinus-same-count-5/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.05,5,100,100,100,1.299710946,0.254000345,,,8
GutenTAG,sinus-same-count-5.semi-supervised,sinus-same-count-5/train_no_anomaly.csv,sinus-same-count-5/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.05,5,100,100,100,1.299710946,0.254000345,,,8
GutenTAG,sinus-same-count-10.unsupervised,,sinus-same-count-10/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.1,10,100,100,100,1.299585833,0.254690139,,,8
GutenTAG,sinus-same-count-10.supervised,sinus-same-count-10/train_anomaly.csv,sinus-same-count-10/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.1,10,100,100,100,1.299585833,0.254690139,,,8
GutenTAG,sinus-same-count-10.semi-supervised,sinus-same-count-10/train_no_anomaly.csv,sinus-same-count-10/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.1,10,100,100,100,1.299585833,0.254690139,,,8
GutenTAG,sinus-diff-count-1.unsupervised,,sinus-diff-count-1/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-1.997098162,1.256074646,,,43
GutenTAG,sinus-diff-count-1.supervised,sinus-diff-count-1/train_anomaly.csv,sinus-diff-count-1/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-1.997098162,1.256074646,,,43
GutenTAG,sinus-diff-count-1.semi-supervised,sinus-diff-count-1/train_no_anomaly.csv,sinus-diff-count-1/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-1.997098162,1.256074646,,,43
GutenTAG,sinus-diff-count-2.unsupervised,,sinus-diff-count-2/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.02,2,100,100,100,-2.000067044,1.271034795,,,43
GutenTAG,sinus-diff-count-2.supervised,sinus-diff-count-2/train_anomaly.csv,sinus-diff-count-2/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.02,2,100,100,100,-2.000067044,1.271034795,,,43
GutenTAG,sinus-diff-count-2.semi-supervised,sinus-diff-count-2/train_no_anomaly.csv,sinus-diff-count-2/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.02,2,100,100,100,-2.000067044,1.271034795,,,43
GutenTAG,sinus-diff-count-3.unsupervised,,sinus-diff-count-3/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.03,3,100,100,100,-2.001757355,1.272225621,,,43
GutenTAG,sinus-diff-count-3.supervised,sinus-diff-count-3/train_anomaly.csv,sinus-diff-count-3/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.03,3,100,100,100,-2.001757355,1.272225621,,,43
GutenTAG,sinus-diff-count-3.semi-supervised,sinus-diff-count-3/train_no_anomaly.csv,sinus-diff-count-3/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.03,3,100,100,100,-2.001757355,1.272225621,,,43
GutenTAG,sinus-diff-count-4.unsupervised,,sinus-diff-count-4/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0301,4,1,100,100,-1.998431624,1.267206839,,,43
GutenTAG,sinus-diff-count-4.supervised,sinus-diff-count-4/train_anomaly.csv,sinus-diff-count-4/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0301,4,1,100,100,-1.998431624,1.267206839,,,43
GutenTAG,sinus-diff-count-4.semi-supervised,sinus-diff-count-4/train_no_anomaly.csv,sinus-diff-count-4/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0301,4,1,100,100,-1.998431624,1.267206839,,,43
GutenTAG,sinus-diff-count-5.unsupervised,,sinus-diff-count-5/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0401,5,1,100,100,-2.001503602,1.273983939,,,43
GutenTAG,sinus-diff-count-5.supervised,sinus-diff-count-5/train_anomaly.csv,sinus-diff-count-5/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0401,5,1,100,100,-2.001503602,1.273983939,,,43
GutenTAG,sinus-diff-count-5.semi-supervised,sinus-diff-count-5/train_no_anomaly.csv,sinus-diff-count-5/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0401,5,1,100,100,-2.001503602,1.273983939,,,43
GutenTAG,sinus-diff-count-6.unsupervised,,sinus-diff-count-6/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0501,6,1,100,100,-1.986455016,1.277277987,,,43
GutenTAG,sinus-diff-count-6.supervised,sinus-diff-count-6/train_anomaly.csv,sinus-diff-count-6/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0501,6,1,100,100,-1.986455016,1.277277987,,,43
GutenTAG,sinus-diff-count-6.semi-supervised,sinus-diff-count-6/train_no_anomaly.csv,sinus-diff-count-6/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0501,6,1,100,100,-1.986455016,1.277277987,,,43
GutenTAG,sinus-diff-count-7.unsupervised,,sinus-diff-count-7/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0601,7,1,100,100,-1.992060756,1.270969387,,,43
GutenTAG,sinus-diff-count-7.supervised,sinus-diff-count-7/train_anomaly.csv,sinus-diff-count-7/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0601,7,1,100,100,-1.992060756,1.270969387,,,43
GutenTAG,sinus-diff-count-7.semi-supervised,sinus-diff-count-7/train_no_anomaly.csv,sinus-diff-count-7/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0601,7,1,100,100,-1.992060756,1.270969387,,,43
GutenTAG,sinus-diff-count-8.unsupervised,,sinus-diff-count-8/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0701,8,1,100,100,-1.987174801,1.263558871,,,43
GutenTAG,sinus-diff-count-8.supervised,sinus-diff-count-8/train_anomaly.csv,sinus-diff-count-8/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0701,8,1,100,100,-1.987174801,1.263558871,,,43
GutenTAG,sinus-diff-count-8.semi-supervised,sinus-diff-count-8/train_no_anomaly.csv,sinus-diff-count-8/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0701,8,1,100,100,-1.987174801,1.263558871,,,43
GutenTAG,sinus-diff-count-9.unsupervised,,sinus-diff-count-9/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0801,9,1,100,100,-1.990481356,1.269040887,,,43
GutenTAG,sinus-diff-count-9.supervised,sinus-diff-count-9/train_anomaly.csv,sinus-diff-count-9/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0801,9,1,100,100,-1.990481356,1.269040887,,,43
GutenTAG,sinus-diff-count-9.semi-supervised,sinus-diff-count-9/train_no_anomaly.csv,sinus-diff-count-9/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0801,9,1,100,100,-1.990481356,1.269040887,,,43
GutenTAG,sinus-combined-diff-1.unsupervised,,sinus-combined-diff-1/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.06,6,100,100,100,-1.999182675,1.269926754,,,43
GutenTAG,sinus-combined-diff-1.supervised,sinus-combined-diff-1/train_anomaly.csv,sinus-combined-diff-1/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.06,6,100,100,100,-1.999182675,1.269926754,,,43
GutenTAG,sinus-combined-diff-1.semi-supervised,sinus-combined-diff-1/train_no_anomaly.csv,sinus-combined-diff-1/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.06,6,100,100,100,-1.999182675,1.269926754,,,43
GutenTAG,sinus-combined-diff-2.unsupervised,,sinus-combined-diff-2/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.07,6,100,100,200,1.334635421,0.257237465,,,8
GutenTAG,sinus-combined-diff-2.supervised,sinus-combined-diff-2/train_anomaly.csv,sinus-combined-diff-2/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.07,6,100,100,200,1.334635421,0.257237465,,,8
GutenTAG,sinus-combined-diff-2.semi-supervised,sinus-combined-diff-2/train_no_anomaly.csv,sinus-combined-diff-2/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.07,6,100,100,200,1.334635421,0.257237465,,,8
GutenTAG,sinus-combined-diff-3.unsupervised,,sinus-combined-diff-3/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0105,6,1,1,100,0.001229521,0.70917381,,,20
GutenTAG,sinus-combined-diff-3.supervised,sinus-combined-diff-3/train_anomaly.csv,sinus-combined-diff-3/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0105,6,1,1,100,0.001229521,0.70917381,,,20
GutenTAG,sinus-combined-diff-3.semi-supervised,sinus-combined-diff-3/train_no_anomaly.csv,sinus-combined-diff-3/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0105,6,1,1,100,0.001229521,0.70917381,,,20
GutenTAG,sinus-length-1.unsupervised,,sinus-length-1/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.0001,1,1,1,1,0.000564324,0.709311022,,,20
GutenTAG,sinus-length-1.supervised,sinus-length-1/train_anomaly.csv,sinus-length-1/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.0001,1,1,1,1,0.000564324,0.709311022,,,20
GutenTAG,sinus-length-1.semi-supervised,sinus-length-1/train_no_anomaly.csv,sinus-length-1/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.0001,1,1,1,1,0.000564324,0.709311022,,,20
GutenTAG,sinus-length-10.unsupervised,,sinus-length-10/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.001,1,10,10,10,-0.000118665,0.708896555,,,20
GutenTAG,sinus-length-10.supervised,sinus-length-10/train_anomaly.csv,sinus-length-10/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.001,1,10,10,10,-0.000118665,0.708896555,,,20
GutenTAG,sinus-length-10.semi-supervised,sinus-length-10/train_no_anomaly.csv,sinus-length-10/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.001,1,10,10,10,-0.000118665,0.708896555,,,20
GutenTAG,sinus-length-50.unsupervised,,sinus-length-50/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.005,1,50,50,50,-0.000550757,0.709073387,,,20
GutenTAG,sinus-length-50.supervised,sinus-length-50/train_anomaly.csv,sinus-length-50/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.005,1,50,50,50,-0.000550757,0.709073387,,,20
GutenTAG,sinus-length-50.semi-supervised,sinus-length-50/train_no_anomaly.csv,sinus-length-50/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.005,1,50,50,50,-0.000550757,0.709073387,,,20
GutenTAG,sinus-length-100.unsupervised,,sinus-length-100/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-0.00033693,0.709740019,,,20
GutenTAG,sinus-length-100.supervised,sinus-length-100/train_anomaly.csv,sinus-length-100/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-0.00033693,0.709740019,,,20
GutenTAG,sinus-length-100.semi-supervised,sinus-length-100/train_no_anomaly.csv,sinus-length-100/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-0.00033693,0.709740019,,,20
GutenTAG,sinus-length-500.unsupervised,,sinus-length-500/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.05,1,500,500,500,-0.000242649,0.713628348,,,20
GutenTAG,sinus-length-500.supervised,sinus-length-500/train_anomaly.csv,sinus-length-500/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.05,1,500,500,500,-0.000242649,0.713628348,,,20
GutenTAG,sinus-length-500.semi-supervised,sinus-length-500/train_no_anomaly.csv,sinus-length-500/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.05,1,500,500,500,-0.000242649,0.713628348,,,20
GutenTAG,sinus-length-1000.unsupervised,,sinus-length-1000/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.1,1,1000,1000,1000,0.001239242,0.713260318,,,20
GutenTAG,sinus-length-1000.supervised,sinus-length-1000/train_anomaly.csv,sinus-length-1000/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.1,1,1000,1000,1000,0.001239242,0.713260318,,,20
GutenTAG,sinus-length-1000.semi-supervised,sinus-length-1000/train_no_anomaly.csv,sinus-length-1000/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.1,1,1000,1000,1000,0.001239242,0.713260318,,,20
GutenTAG,sinus-trend-linear.unsupervised,,sinus-trend-linear/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-3.799704407,1.260917394,polynomial,,43
GutenTAG,sinus-trend-linear.supervised,sinus-trend-linear/train_anomaly.csv,sinus-trend-linear/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-3.799704407,1.260917394,polynomial,,43
GutenTAG,sinus-trend-linear.semi-supervised,sinus-trend-linear/train_no_anomaly.csv,sinus-trend-linear/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-3.799704407,1.260917394,polynomial,,43
GutenTAG,sinus-trend-quadratic.unsupervised,,sinus-trend-quadratic/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-0.466493935,3.238132199,polynomial,,43
GutenTAG,sinus-trend-quadratic.supervised,sinus-trend-quadratic/train_anomaly.csv,sinus-trend-quadratic/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-0.466493935,3.238132199,polynomial,,43
GutenTAG,sinus-trend-quadratic.semi-supervised,sinus-trend-quadratic/train_no_anomaly.csv,sinus-trend-quadratic/test.csv,synthetic,FALSE,,semi-supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-0.466493935,3.238132199,polynomial,,43
GutenTAG,sinus-trend-sinus.unsupervised,,sinus-trend-sinus/test.csv,synthetic,FALSE,,unsupervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-1.999942006,1.306590908,sinus,,43
GutenTAG,sinus-trend-sinus.supervised,sinus-trend-sinus/train_anomaly.csv,sinus-trend-sinus/test.csv,synthetic,FALSE,,supervised,TRUE,univariate,10000,1,0.01,1,100,100,100,-1.999942006,1.306590908,sinus,,43
