Dataset,AUC-ROC,AUC-PR
data/GutenTAG/cbf-diff-count-3/test.csv,0.47576689468262323,0.01738148608643763
data/NASA-MSL/F-4.test.csv,0.36918136692431525,0.015266140439879559
data/NASA-MSL/P-10.test.csv,0.09244838791772761,0.01155189916220757
data/GutenTAG/cbf-same-count-5/test.csv,0.6204168421052632,0.05948529782893926
data/GutenTAG/poly-combined-diff-3/test.csv,0.38948482879761304,0.007760039248225287
data/GutenTAG/cbf-same-count-1/test.csv,0.48322727272727267,0.009073412071323074
data/GutenTAG/cbf-position-end/test.csv,0.5927333333333333,0.013153020463592298
data/NAB/ec2_cpu_utilization_5f5533.test.csv,0.5995662184943054,0.1346395149330517
data/GutenTAG/cbf-same-count-2/test.csv,0.5863454081632653,0.022216522794421097
data/NAB/TravelTime_451.test.csv,0.588648667859216,0.11772311876230335
data/NAB/ec2_cpu_utilization_53ea38.test.csv,0.5840323177500925,0.14320938635334896
data/NASA-MSL/F-5.test.csv,0.5088045576120305,0.037321074847779905
data/KDD-TSAD/248_UCR_Anomaly_weallwalk.test.csv,0.9935208259166963,0.04244735499283278
data/NormA/Discords_marotta_valve_tek_17.test.csv,0.397568375410509,0.019387895270910806
data/GutenTAG/cbf-combined-diff-1/test.csv,0.5485721631205674,0.10115762924667758
data/NAB/art_daily_jumpsdown.test.csv,0.5402707853129635,0.11004644408871278
data/GutenTAG/poly-diff-count-3/test.csv,0.4289852909145466,0.016196259242315474
data/KDD-TSAD/069_UCR_Anomaly_DISTORTEDinsectEPG5.test.csv,0.996808616734816,0.015151515151515152
data/KDD-TSAD/107_UCR_Anomaly_NOISEinsectEPG3.test.csv,0.7525593084036993,0.01218825689137159
data/GutenTAG/cbf-same-count-10/test.csv,0.6339244200244201,0.1117272302224632
data/KDD-TSAD/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3.test.csv,0.2953798968353548,0.0025339243884769766
data/GutenTAG/ecg-noise-30%/test.csv,0.7219606060606061,0.01643405019131082
data/GutenTAG/sinus-same-count-5/test.csv,0.6579930526315789,0.0665334109233931
data/NormA/Discords_patient_respiration1.test.csv,0.9064515873015873,0.32788268287813405
data/GutenTAG/cbf-type-amplitude/test.csv,0.6872040404040405,0.014481947430761366
data/GutenTAG/sinus-same-count-10/test.csv,0.6607451834781134,0.12645610535466456
data/KDD-TSAD/159_UCR_Anomaly_TkeepSecondMARS.test.csv,0.7019950782211286,0.0014103413189821069
data/GutenTAG/ecg-noise-50%/test.csv,0.7678393939393939,0.04367282993330587
data/generated_data/dataset_1.test.csv,0.6811888230756155,0.11766825268036243
data/generated_data/dataset_3.test.csv,0.7598307304785893,0.014326165879895759
data/generated_data/dataset_4.test.csv,0.8331977911646586,0.021552239712098634
data/generated_data/dataset_5.test.csv,0.8811658511684656,0.17679159920240442
data/generated_data/dataset_6.test.csv,0.5834531645569621,0.06514866417564846
data/generated_data/dataset_8.test.csv,0.23040888440181725,0.008578144452414808
data/generated_data/dataset_9.test.csv,0.7452526263131566,0.0009062614753449422
data/generated_data/dataset_10.test.csv,0.9236944165830826,0.020272096180281782
data/generated_data/dataset_11.test.csv,0.7806468708596368,0.030287277192181935
data/generated_data/dataset_12.test.csv,0.016865487453722742,0.002764458019331493
data/generated_data/dataset_13.test.csv,0.852661297891911,0.07979839605418827
data/generated_data/dataset_14.test.csv,0.9785945585044233,0.031725318396218796
data/generated_data/dataset_16.test.csv,0.5837494590365858,0.051592660942999254
data/generated_data/dataset_17.test.csv,0.3328339213709678,0.0054765201818415005
data/generated_data/dataset_18.test.csv,0.5094270819689308,0.03127833208744958
data/generated_data/dataset_19.test.csv,0.652470937302398,0.03034753635763685
